id_docente,asignatura,semestre,numero_estudiantes,puntaje_claridad,puntaje_metodologia,puntaje_evaluacion,comentario,tendencia_desempeno
Docente_5,Inteligencia Artificial,2021-2,29,3.0,3.4,2.8,Los temas son difíciles pero se entienden.,En riesgo
Docente_26,Matemáticas Básicas,2021-1,38,4.5,4.0,3.0,Explica muy bien los temas.,Estable
Docente_39,Matemáticas Básicas,2023-1,27,4.2,4.6,3.9,Explica muy bien los temas.,Estable
Docente_8,Ética Profesional,2020-1,39,3.5,2.3,2.5,Los temas son difíciles pero se entienden.,En riesgo
Docente_3,Programación Orientada a Objetos,2021-2,39,3.7,3.8,3.6,Se nota que sabe mucho de la materia.,Estable
Docente_18,Programación Orientada a Objetos,2020-1,40,3.3,4.5,4.5,Explica muy bien los temas.,Estable
Docente_7,Estructuras de Datos,2022-2,42,3.5,3.4,4.6,Se nota que sabe mucho de la materia.,Estable
Docente_13,Programación Orientada a Objetos,2023-2,39,3.0,3.6,4.2,Los parciales no tienen nada que ver con lo visto en clase.,Estable
Docente_29,Ética Profesional,2021-1,24,4.9,3.8,3.6,Los talleres son muy útiles para aprender.,Mejora
Docente_31,Programación Orientada a Objetos,2021-2,16,1.3,2.5,2.4,Cumple con el programa.,En riesgo
Docente_45,Bases de Datos,2020-2,15,4.3,3.8,3.4,"Excelente profesor, muy claro.",Estable
Docente_7,Estructuras de Datos,2022-1,18,1.3,3.3,2.8,Cumple con el programa.,En riesgo
Docente_27,Programación Orientada a Objetos,2020-1,44,4.6,4.8,4.4,La clase es muy dinámica y entretenida.,Mejora
Docente_2,Programación Orientada a Objetos,2023-1,27,4.9,5.0,3.8,Se nota que sabe mucho de la materia.,Mejora
Docente_23,Ingeniería de Software,2022-1,22,4.5,3.4,4.1,"Asistencia puntual, pero falta dinamismo.",Estable
Docente_44,Ingeniería de Software,2020-2,30,3.8,4.1,3.1,Los talleres son muy útiles para aprender.,Estable
Docente_8,Programación Orientada a Objetos,2020-2,45,4.0,3.7,3.9,"El profesor es normal, ni muy bueno ni muy malo.",Estable
Docente_23,Matemáticas Básicas,2022-2,18,2.8,1.7,2.3,Los parciales no tienen nada que ver con lo visto en clase.,En riesgo
Docente_6,Matemáticas Básicas,2021-1,20,4.7,4.6,3.7,Me inspiró a seguir aprendiendo sobre este tema.,Mejora
Docente_34,Bases de Datos,2021-1,36,4.0,3.4,3.2,"No explica bien, me siento perdido.",Estable
Docente_10,Ingeniería de Software,2022-1,34,3.2,4.6,3.7,"El profesor es normal, ni muy bueno ni muy malo.",Estable
Docente_23,Matemáticas Básicas,2022-1,44,4.8,4.2,4.2,La clase estuvo bien.,Mejora
Docente_43,Bases de Datos,2022-1,40,4.1,3.2,3.9,Se nota que sabe mucho de la materia.,Estable
Docente_1,Ética Profesional,2021-1,39,2.1,2.9,3.3,Los temas son difíciles pero se entienden.,En riesgo
Docente_10,Bases de Datos,2021-1,27,3.7,3.7,3.9,La clase es muy aburrida y monótona.,Estable
Docente_47,Ética Profesional,2023-2,41,3.9,3.8,3.1,Se nota que sabe mucho de la materia.,Estable
Docente_8,Estructuras de Datos,2023-1,45,1.9,2.5,2.1,Se podría mejorar un poco el material de estudio.,En riesgo
Docente_18,Programación Orientada a Objetos,2020-2,25,4.0,3.8,3.9,Resuelve las dudas con mucha paciencia.,Estable
Docente_12,Ética Profesional,2023-1,26,3.8,3.1,1.3,Los parciales no tienen nada que ver con lo visto en clase.,En riesgo
Docente_32,Inteligencia Artificial,2023-2,37,2.3,3.5,4.1,"No explica bien, me siento perdido.",Estable
Docente_39,Ética Profesional,2022-2,19,3.4,4.1,3.9,La clase estuvo bien.,Estable
Docente_25,Inteligencia Artificial,2023-2,32,3.9,4.0,4.4,Llega tarde a las clases frecuentemente.,Estable
Docente_32,Estructuras de Datos,2021-2,27,3.7,4.0,4.5,"Excelente profesor, muy claro.",Mejora
Docente_38,Ingeniería de Software,2023-1,31,2.6,4.3,3.7,Los parciales no tienen nada que ver con lo visto en clase.,Estable
Docente_50,Ingeniería de Software,2021-2,37,2.7,2.7,1.8,La clase es muy aburrida y monótona.,En riesgo
Docente_16,Bases de Datos,2020-1,21,3.9,3.9,3.2,Explica muy bien los temas.,Estable
Docente_24,Estructuras de Datos,2023-2,45,3.7,4.4,4.1,Resuelve las dudas con mucha paciencia.,Estable
Docente_8,Matemáticas Básicas,2022-2,26,3.0,4.2,3.0,Resuelve las dudas con mucha paciencia.,Estable
Docente_19,Inteligencia Artificial,2021-1,41,2.8,1.1,2.3,Cumple con el programa.,En riesgo
Docente_27,Programación Orientada a Objetos,2021-2,41,4.8,4.4,4.8,La clase es muy dinámica y entretenida.,Mejora
Docente_4,Ingeniería de Software,2021-1,18,4.6,4.6,4.4,Se podría mejorar un poco el material de estudio.,Mejora
Docente_46,Programación Orientada a Objetos,2023-1,38,4.2,3.7,3.5,Explica muy bien los temas.,Estable
Docente_45,Inteligencia Artificial,2022-2,16,5.0,4.5,3.6,Se podría mejorar un poco el material de estudio.,Mejora
Docente_7,Ingeniería de Software,2020-2,30,3.4,3.6,3.4,Falta mucha pedagogía.,Estable
Docente_11,Matemáticas Básicas,2021-1,26,5.0,4.4,4.2,Se nota que sabe mucho de la materia.,Mejora
Docente_6,Programación Orientada a Objetos,2020-2,15,4.6,4.3,3.2,Los parciales no tienen nada que ver con lo visto en clase.,Estable
Docente_27,Programación Orientada a Objetos,2021-1,30,4.3,3.3,4.5,Resuelve las dudas con mucha paciencia.,Estable
Docente_48,Estructuras de Datos,2022-1,30,3.8,4.3,4.2,Me inspiró a seguir aprendiendo sobre este tema.,Mejora
Docente_47,Bases de Datos,2023-2,40,4.8,4.3,4.7,Los temas son difíciles pero se entienden.,Mejora
Docente_45,Matemáticas Básicas,2022-1,18,4.1,4.2,3.5,Resuelve las dudas con mucha paciencia.,Estable
Docente_4,Ingeniería de Software,2020-1,34,3.9,4.8,5.0,"Asistencia puntual, pero falta dinamismo.",Mejora
Docente_12,Estructuras de Datos,2021-1,15,4.0,4.1,3.2,"Asistencia puntual, pero falta dinamismo.",Estable
Docente_28,Ingeniería de Software,2023-2,32,3.5,2.8,2.5,Se podría mejorar un poco el material de estudio.,En riesgo
Docente_17,Estructuras de Datos,2022-1,37,4.3,4.9,5.0,La clase es muy dinámica y entretenida.,Mejora
Docente_28,Programación Orientada a Objetos,2022-1,17,3.8,4.1,3.8,No resuelve las dudas de los estudiantes.,Estable
Docente_25,Programación Orientada a Objetos,2021-2,27,3.5,4.0,4.0,Falta mucha pedagogía.,Estable
Docente_4,Programación Orientada a Objetos,2023-1,20,4.3,3.9,3.7,Llega tarde a las clases frecuentemente.,Estable
Docente_39,Ética Profesional,2020-2,41,4.2,4.4,4.2,Se podría mejorar un poco el material de estudio.,Mejora
Docente_30,Inteligencia Artificial,2022-2,35,3.9,4.0,3.2,"Asistencia puntual, pero falta dinamismo.",Estable
Docente_25,Programación Orientada a Objetos,2020-1,40,3.3,4.3,4.1,Se podría mejorar un poco el material de estudio.,Estable
Docente_42,Inteligencia Artificial,2021-2,23,4.4,4.4,4.3,"Excelente profesor, muy claro.",Mejora
Docente_7,Matemáticas Básicas,2022-2,34,4.3,4.6,3.8,Los temas son difíciles pero se entienden.,Estable
Docente_2,Programación Orientada a Objetos,2022-1,20,5.0,5.0,3.8,Cumple con el programa.,Mejora
Docente_7,Matemáticas Básicas,2021-2,34,4.8,4.1,4.2,Explica muy bien los temas.,Estable
Docente_49,Bases de Datos,2021-2,32,4.0,3.5,4.2,Me inspiró a seguir aprendiendo sobre este tema.,Estable
Docente_41,Matemáticas Básicas,2021-2,23,3.7,4.3,4.2,Se nota que sabe mucho de la materia.,Estable
Docente_37,Estructuras de Datos,2020-1,33,4.9,4.2,4.5,"Asistencia puntual, pero falta dinamismo.",Mejora
Docente_31,Matemáticas Básicas,2020-1,25,2.5,2.6,2.5,La clase es muy aburrida y monótona.,En riesgo
Docente_20,Matemáticas Básicas,2022-2,39,3.3,3.9,3.5,"El profesor es normal, ni muy bueno ni muy malo.",Estable
Docente_26,Estructuras de Datos,2021-2,25,3.9,4.0,3.5,"Asistencia puntual, pero falta dinamismo.",Estable
Docente_47,Bases de Datos,2021-1,37,4.8,4.9,4.0,Los temas son difíciles pero se entienden.,Mejora
Docente_7,Bases de Datos,2023-1,43,2.9,2.9,1.6,Se podría mejorar un poco el material de estudio.,En riesgo
Docente_33,Matemáticas Básicas,2021-1,15,4.6,3.6,4.7,Los parciales no tienen nada que ver con lo visto en clase.,Estable
Docente_25,Inteligencia Artificial,2020-1,24,2.9,4.1,2.6,Los talleres son muy útiles para aprender.,Estable
Docente_10,Ingeniería de Software,2023-2,17,2.8,3.8,4.5,Se nota que sabe mucho de la materia.,Estable
Docente_46,Programación Orientada a Objetos,2021-2,40,3.6,4.2,4.0,Resuelve las dudas con mucha paciencia.,Estable
Docente_50,Ingeniería de Software,2021-1,45,3.7,4.1,3.3,No resuelve las dudas de los estudiantes.,Estable
Docente_34,Ingeniería de Software,2022-2,29,3.5,3.4,3.5,Resuelve las dudas con mucha paciencia.,Estable
Docente_22,Bases de Datos,2022-2,34,1.6,3.7,2.7,Falta mucha pedagogía.,En riesgo
Docente_3,Ingeniería de Software,2023-1,22,4.7,4.1,4.2,Me inspiró a seguir aprendiendo sobre este tema.,Estable
Docente_40,Estructuras de Datos,2020-2,45,1.9,3.7,2.1,Califica de forma injusta.,En riesgo
Docente_37,Ingeniería de Software,2023-2,18,4.4,4.3,3.2,Explica muy bien los temas.,Estable
Docente_10,Ética Profesional,2022-1,32,4.3,4.8,4.5,"Asistencia puntual, pero falta dinamismo.",Mejora
Docente_6,Inteligencia Artificial,2020-2,29,3.5,3.5,2.9,Los temas son difíciles pero se entienden.,Estable
Docente_11,Bases de Datos,2021-1,17,4.3,5.0,4.5,Resuelve las dudas con mucha paciencia.,Mejora
Docente_37,Bases de Datos,2022-2,17,5.0,5.0,4.1,"Excelente profesor, muy claro.",Mejora
Docente_12,Ingeniería de Software,2023-2,23,4.8,4.1,4.1,Califica de forma injusta.,Estable
Docente_17,Ética Profesional,2023-2,35,3.9,3.5,3.7,Resuelve las dudas con mucha paciencia.,Estable
Docente_8,Estructuras de Datos,2023-2,16,3.6,4.4,3.4,Se podría mejorar un poco el material de estudio.,Estable
Docente_19,Inteligencia Artificial,2023-1,42,4.2,3.4,3.5,Falta mucha pedagogía.,Estable
Docente_44,Programación Orientada a Objetos,2023-2,26,5.0,4.9,4.4,Cumple con el programa.,Mejora
Docente_40,Bases de Datos,2022-2,17,4.1,3.4,4.7,"No explica bien, me siento perdido.",Estable
Docente_33,Inteligencia Artificial,2022-1,43,3.0,4.6,3.8,"Excelente profesor, muy claro.",Estable
Docente_40,Ingeniería de Software,2020-1,38,3.3,4.1,3.8,La clase estuvo bien.,Estable
Docente_45,Ética Profesional,2020-1,19,3.9,4.9,4.9,"Excelente profesor, muy claro.",Mejora
Docente_19,Inteligencia Artificial,2021-1,33,4.4,4.7,4.3,Me inspiró a seguir aprendiendo sobre este tema.,Mejora
Docente_5,Programación Orientada a Objetos,2023-1,42,4.5,3.7,3.6,La clase es muy aburrida y monótona.,Estable
Docente_43,Matemáticas Básicas,2022-2,29,3.3,4.0,4.2,La clase es muy aburrida y monótona.,Estable
Docente_42,Estructuras de Datos,2023-2,18,5.0,4.3,4.5,"Excelente profesor, muy claro.",Mejora
Docente_12,Ingeniería de Software,2020-2,44,2.7,3.0,2.6,Falta mucha pedagogía.,En riesgo
Docente_50,Inteligencia Artificial,2021-2,27,4.4,3.6,3.3,Los temas son difíciles pero se entienden.,Estable
Docente_5,Bases de Datos,2022-2,34,3.5,3.5,3.0,Califica de forma injusta.,Estable
Docente_14,Ingeniería de Software,2023-2,18,3.7,4.0,3.9,Cumple con el programa.,Estable
Docente_30,Matemáticas Básicas,2021-1,45,3.6,5.0,3.6,Califica de forma injusta.,Estable
Docente_10,Ingeniería de Software,2021-2,25,3.7,3.7,3.2,Los parciales no tienen nada que ver con lo visto en clase.,Estable
Docente_3,Estructuras de Datos,2023-1,16,4.4,4.5,4.5,"Asistencia puntual, pero falta dinamismo.",Mejora
Docente_24,Ética Profesional,2023-1,30,2.2,3.2,2.2,No resuelve las dudas de los estudiantes.,En riesgo
Docente_4,Programación Orientada a Objetos,2020-1,45,4.1,4.4,3.8,"Asistencia puntual, pero falta dinamismo.",Mejora
Docente_44,Inteligencia Artificial,2022-1,23,4.7,4.0,4.6,Los talleres son muy útiles para aprender.,Estable
Docente_6,Programación Orientada a Objetos,2020-2,23,3.7,4.1,4.5,"Asistencia puntual, pero falta dinamismo.",Estable
Docente_6,Bases de Datos,2023-2,42,3.4,3.7,3.2,"No explica bien, me siento perdido.",Estable
Docente_34,Programación Orientada a Objetos,2022-1,20,3.2,3.7,3.8,"Excelente profesor, muy claro.",Estable
Docente_6,Inteligencia Artificial,2022-2,45,3.8,4.2,4.0,"El profesor es normal, ni muy bueno ni muy malo.",Estable
Docente_11,Programación Orientada a Objetos,2022-2,45,4.6,3.9,4.4,Me inspiró a seguir aprendiendo sobre este tema.,Mejora
Docente_31,Inteligencia Artificial,2021-1,45,4.0,3.5,3.5,"No explica bien, me siento perdido.",Estable
Docente_23,Ingeniería de Software,2023-1,41,3.7,4.2,4.8,Explica muy bien los temas.,Estable
Docente_36,Ética Profesional,2021-2,17,3.7,3.6,3.8,Los parciales no tienen nada que ver con lo visto en clase.,Estable
Docente_40,Programación Orientada a Objetos,2022-2,36,3.5,4.2,3.7,Los temas son difíciles pero se entienden.,Estable
Docente_1,Programación Orientada a Objetos,2023-2,44,2.8,4.2,3.0,Resuelve las dudas con mucha paciencia.,Estable
Docente_32,Ética Profesional,2022-2,18,4.6,4.5,4.4,"Asistencia puntual, pero falta dinamismo.",Mejora
Docente_44,Inteligencia Artificial,2022-1,31,4.1,4.0,3.2,Explica muy bien los temas.,Estable
Docente_29,Ética Profesional,2021-1,35,4.8,4.7,4.7,La clase estuvo bien.,Mejora
Docente_41,Estructuras de Datos,2020-2,16,4.1,4.3,4.3,La clase es muy dinámica y entretenida.,Mejora
Docente_48,Programación Orientada a Objetos,2023-1,37,3.6,3.3,3.0,Llega tarde a las clases frecuentemente.,Estable
Docente_50,Programación Orientada a Objetos,2023-1,21,3.4,3.8,4.2,Se podría mejorar un poco el material de estudio.,Estable
Docente_14,Programación Orientada a Objetos,2020-1,26,4.8,4.4,3.7,Los talleres son muy útiles para aprender.,Mejora
Docente_2,Bases de Datos,2022-1,31,5.0,3.9,4.2,"Excelente profesor, muy claro.",Mejora
Docente_45,Inteligencia Artificial,2023-2,28,1.4,2.7,3.0,Falta mucha pedagogía.,En riesgo
Docente_23,Bases de Datos,2023-1,31,3.7,3.4,3.5,Los temas son difíciles pero se entienden.,Estable
Docente_8,Programación Orientada a Objetos,2023-2,28,2.1,4.2,2.0,Los parciales no tienen nada que ver con lo visto en clase.,En riesgo
Docente_12,Estructuras de Datos,2021-1,32,1.7,1.0,2.7,Falta mucha pedagogía.,En riesgo
Docente_25,Bases de Datos,2023-1,35,3.5,4.5,4.0,"El profesor es normal, ni muy bueno ni muy malo.",Estable
Docente_45,Estructuras de Datos,2020-2,17,3.2,4.2,4.0,La clase es muy dinámica y entretenida.,Estable
Docente_6,Ingeniería de Software,2020-1,34,4.8,3.4,4.1,"No explica bien, me siento perdido.",Estable
Docente_7,Inteligencia Artificial,2020-2,35,5.0,4.9,4.7,La clase estuvo bien.,Mejora
Docente_33,Estructuras de Datos,2020-1,36,3.3,3.9,3.7,"El profesor es normal, ni muy bueno ni muy malo.",Estable
Docente_27,Programación Orientada a Objetos,2021-2,39,3.5,4.0,4.9,La clase es muy aburrida y monótona.,Estable
Docente_36,Inteligencia Artificial,2020-2,21,4.5,4.7,4.4,La clase estuvo bien.,Mejora
Docente_8,Bases de Datos,2023-2,28,1.8,2.4,2.7,Los temas son difíciles pero se entienden.,En riesgo
Docente_46,Ética Profesional,2023-1,15,5.0,5.0,4.7,Los talleres son muy útiles para aprender.,Mejora
Docente_15,Estructuras de Datos,2022-1,23,2.9,2.9,2.4,Los temas son difíciles pero se entienden.,En riesgo
Docente_17,Bases de Datos,2023-1,36,1.0,2.6,2.1,No resuelve las dudas de los estudiantes.,En riesgo
Docente_1,Inteligencia Artificial,2020-1,15,3.9,3.7,4.0,Explica muy bien los temas.,Estable
Docente_10,Ética Profesional,2022-2,41,3.7,4.2,3.4,No resuelve las dudas de los estudiantes.,Estable
Docente_48,Estructuras de Datos,2022-2,25,2.8,4.5,4.1,Los talleres son muy útiles para aprender.,Estable
Docente_37,Inteligencia Artificial,2021-2,32,3.9,4.6,4.4,"Asistencia puntual, pero falta dinamismo.",Estable
Docente_13,Estructuras de Datos,2023-1,41,3.2,3.6,3.8,"Excelente profesor, muy claro.",Estable
Docente_37,Inteligencia Artificial,2021-1,45,4.0,4.2,4.0,Los temas son difíciles pero se entienden.,Mejora
Docente_25,Ingeniería de Software,2021-1,27,4.2,3.2,3.9,Los temas son difíciles pero se entienden.,Estable
Docente_34,Programación Orientada a Objetos,2023-1,22,2.4,2.0,2.6,La clase es muy aburrida y monótona.,En riesgo
Docente_46,Ética Profesional,2021-1,31,5.0,5.0,4.1,"Excelente profesor, muy claro.",Mejora
Docente_41,Estructuras de Datos,2023-1,41,2.3,3.1,2.1,"Asistencia puntual, pero falta dinamismo.",En riesgo
Docente_41,Bases de Datos,2021-1,45,3.1,3.2,4.1,Los temas son difíciles pero se entienden.,Estable
Docente_14,Matemáticas Básicas,2020-2,15,3.6,4.0,3.4,"No explica bien, me siento perdido.",Estable
Docente_1,Ingeniería de Software,2021-1,15,4.1,4.2,3.7,Falta mucha pedagogía.,Estable
Docente_46,Estructuras de Datos,2020-2,33,2.5,2.5,1.9,Falta mucha pedagogía.,En riesgo
Docente_2,Ingeniería de Software,2021-1,29,4.5,4.8,4.3,Los temas son difíciles pero se entienden.,Mejora
Docente_41,Ética Profesional,2022-2,20,3.6,4.4,3.9,La clase estuvo bien.,Estable
Docente_42,Programación Orientada a Objetos,2022-1,21,3.2,3.5,4.1,Llega tarde a las clases frecuentemente.,Estable
Docente_16,Ingeniería de Software,2023-1,39,3.2,2.9,1.0,Llega tarde a las clases frecuentemente.,En riesgo
Docente_43,Matemáticas Básicas,2022-1,17,3.3,3.3,2.5,Califica de forma injusta.,En riesgo
Docente_41,Matemáticas Básicas,2020-2,18,2.9,4.0,2.1,La clase estuvo bien.,En riesgo
Docente_39,Matemáticas Básicas,2020-2,19,4.2,4.2,3.7,Resuelve las dudas con mucha paciencia.,Mejora
Docente_17,Programación Orientada a Objetos,2020-2,17,4.0,4.9,4.8,Califica de forma injusta.,Estable
Docente_24,Ética Profesional,2021-2,27,1.9,3.9,1.8,La clase es muy aburrida y monótona.,En riesgo
Docente_32,Ética Profesional,2020-1,28,2.3,3.4,1.8,La clase es muy aburrida y monótona.,En riesgo
Docente_32,Ingeniería de Software,2020-2,21,4.0,3.9,4.0,"No explica bien, me siento perdido.",Estable
Docente_25,Bases de Datos,2023-2,40,2.1,2.7,1.4,Califica de forma injusta.,En riesgo
Docente_12,Bases de Datos,2020-1,43,4.8,4.4,4.8,Se nota que sabe mucho de la materia.,Mejora
Docente_43,Estructuras de Datos,2020-1,18,3.4,3.6,3.8,Los temas son difíciles pero se entienden.,Estable
Docente_23,Inteligencia Artificial,2020-1,20,3.9,4.5,4.8,No resuelve las dudas de los estudiantes.,Estable
Docente_48,Bases de Datos,2020-2,21,1.9,3.8,2.3,"El profesor es normal, ni muy bueno ni muy malo.",En riesgo
Docente_2,Estructuras de Datos,2020-1,31,3.9,4.0,4.0,No resuelve las dudas de los estudiantes.,Estable
Docente_49,Programación Orientada a Objetos,2021-2,42,3.2,2.9,2.4,Los parciales no tienen nada que ver con lo visto en clase.,En riesgo
Docente_8,Programación Orientada a Objetos,2020-1,25,4.5,5.0,4.3,Se nota que sabe mucho de la materia.,Mejora
Docente_15,Matemáticas Básicas,2021-1,23,3.9,4.4,3.9,Resuelve las dudas con mucha paciencia.,Mejora
Docente_31,Programación Orientada a Objetos,2020-2,26,4.3,4.4,3.4,Se podría mejorar un poco el material de estudio.,Mejora
Docente_36,Ingeniería de Software,2022-1,29,4.0,4.3,4.8,Se podría mejorar un poco el material de estudio.,Mejora
Docente_32,Inteligencia Artificial,2023-1,44,4.3,4.3,3.7,Me inspiró a seguir aprendiendo sobre este tema.,Estable
Docente_17,Programación Orientada a Objetos,2021-2,36,2.1,2.2,1.9,Se podría mejorar un poco el material de estudio.,En riesgo
Docente_18,Inteligencia Artificial,2020-2,33,3.8,4.2,5.0,Los parciales no tienen nada que ver con lo visto en clase.,Estable
Docente_20,Programación Orientada a Objetos,2021-2,45,4.1,3.9,4.1,Califica de forma injusta.,Estable
Docente_28,Inteligencia Artificial,2023-1,34,3.9,4.6,4.0,Se podría mejorar un poco el material de estudio.,Mejora
Docente_18,Ética Profesional,2022-2,34,5.0,4.8,4.7,"Excelente profesor, muy claro.",Mejora
Docente_39,Inteligencia Artificial,2023-1,21,4.0,4.1,5.0,"El profesor es normal, ni muy bueno ni muy malo.",Mejora
Docente_23,Bases de Datos,2020-2,29,3.4,3.2,3.8,Los talleres son muy útiles para aprender.,Estable
Docente_3,Estructuras de Datos,2022-1,33,3.8,4.4,4.2,"No explica bien, me siento perdido.",Estable
Docente_19,Estructuras de Datos,2022-2,27,3.9,4.3,4.5,Explica muy bien los temas.,Mejora
Docente_8,Programación Orientada a Objetos,2022-2,28,3.2,3.4,3.8,Los talleres son muy útiles para aprender.,Estable
Docente_23,Programación Orientada a Objetos,2020-2,21,3.7,3.6,3.9,Se podría mejorar un poco el material de estudio.,Estable
Docente_24,Programación Orientada a Objetos,2022-2,18,3.1,2.7,4.4,Explica muy bien los temas.,Estable
Docente_21,Ingeniería de Software,2020-1,37,3.6,4.2,4.2,Los temas son difíciles pero se entienden.,Estable
Docente_14,Inteligencia Artificial,2022-2,43,4.2,3.8,2.9,La clase estuvo bien.,Estable
Docente_36,Matemáticas Básicas,2023-1,24,4.5,4.1,4.2,"El profesor es normal, ni muy bueno ni muy malo.",Mejora
Docente_14,Estructuras de Datos,2021-2,18,2.9,2.3,3.0,Cumple con el programa.,En riesgo
Docente_18,Ingeniería de Software,2020-2,33,5.0,5.0,3.3,Los temas son difíciles pero se entienden.,Mejora
Docente_27,Ingeniería de Software,2023-1,25,4.6,4.6,4.3,Los talleres son muy útiles para aprender.,Mejora
Docente_13,Programación Orientada a Objetos,2020-1,40,3.8,4.6,3.9,Califica de forma injusta.,Estable
Docente_32,Matemáticas Básicas,2022-1,28,3.0,2.6,2.4,La clase es muy aburrida y monótona.,En riesgo
Docente_8,Inteligencia Artificial,2021-1,34,3.6,3.7,2.8,Los temas son difíciles pero se entienden.,Estable
Docente_38,Inteligencia Artificial,2021-2,33,3.6,3.7,4.3,Explica muy bien los temas.,Estable
Docente_19,Matemáticas Básicas,2020-1,44,3.7,4.4,3.6,La clase es muy aburrida y monótona.,Estable
Docente_19,Programación Orientada a Objetos,2023-1,16,3.1,3.7,3.5,Llega tarde a las clases frecuentemente.,Estable
Docente_34,Matemáticas Básicas,2022-2,35,5.0,4.5,4.9,Explica muy bien los temas.,Mejora
Docente_5,Inteligencia Artificial,2020-2,41,4.3,3.4,3.6,"No explica bien, me siento perdido.",Estable
Docente_47,Bases de Datos,2022-1,25,4.7,3.8,2.8,Se podría mejorar un poco el material de estudio.,Estable
Docente_26,Matemáticas Básicas,2022-2,30,4.1,4.3,4.0,"El profesor es normal, ni muy bueno ni muy malo.",Mejora
Docente_4,Inteligencia Artificial,2022-1,37,4.4,4.6,4.7,La clase estuvo bien.,Mejora
Docente_32,Ética Profesional,2020-2,41,3.4,4.5,4.3,Se podría mejorar un poco el material de estudio.,Estable
Docente_40,Matemáticas Básicas,2020-1,22,3.7,4.0,3.3,"Excelente profesor, muy claro.",Estable
Docente_1,Programación Orientada a Objetos,2020-2,25,3.5,3.4,4.4,"No explica bien, me siento perdido.",Estable
Docente_15,Programación Orientada a Objetos,2020-2,21,3.4,4.8,4.0,Se podría mejorar un poco el material de estudio.,Estable
Docente_35,Matemáticas Básicas,2020-1,23,4.8,4.1,4.7,"Asistencia puntual, pero falta dinamismo.",Mejora
Docente_3,Matemáticas Básicas,2020-1,45,3.0,3.5,3.9,"El profesor es normal, ni muy bueno ni muy malo.",Estable
Docente_5,Bases de Datos,2022-2,37,3.7,4.2,4.1,"El profesor es normal, ni muy bueno ni muy malo.",Mejora
Docente_25,Bases de Datos,2021-1,44,1.9,3.5,2.4,Califica de forma injusta.,En riesgo
Docente_38,Inteligencia Artificial,2020-2,19,4.0,5.0,4.5,Los talleres son muy útiles para aprender.,Mejora
Docente_10,Ética Profesional,2023-1,35,4.1,5.0,2.8,La clase es muy aburrida y monótona.,Estable
Docente_43,Matemáticas Básicas,2021-2,33,3.9,4.1,3.2,Califica de forma injusta.,Estable
Docente_43,Inteligencia Artificial,2022-1,25,3.8,3.9,4.3,Califica de forma injusta.,Estable
Docente_15,Matemáticas Básicas,2022-1,39,3.8,3.3,4.4,"El profesor es normal, ni muy bueno ni muy malo.",Estable
Docente_46,Matemáticas Básicas,2022-2,32,4.8,3.6,3.8,La clase estuvo bien.,Estable
Docente_43,Ingeniería de Software,2021-2,37,4.2,4.7,4.4,"Excelente profesor, muy claro.",Mejora
Docente_5,Inteligencia Artificial,2020-1,21,4.6,3.8,4.3,Explica muy bien los temas.,Mejora
Docente_43,Programación Orientada a Objetos,2023-2,41,4.3,3.7,4.2,"Asistencia puntual, pero falta dinamismo.",Estable
Docente_13,Inteligencia Artificial,2020-2,25,4.3,3.7,3.8,Me inspiró a seguir aprendiendo sobre este tema.,Estable
Docente_38,Ética Profesional,2022-2,39,3.7,3.0,4.7,"El profesor es normal, ni muy bueno ni muy malo.",Estable
Docente_46,Inteligencia Artificial,2021-1,42,3.6,3.2,4.3,No resuelve las dudas de los estudiantes.,Estable
Docente_7,Programación Orientada a Objetos,2021-2,44,4.5,4.7,4.9,Los talleres son muy útiles para aprender.,Mejora
Docente_25,Inteligencia Artificial,2021-2,39,4.0,4.3,3.6,Me inspiró a seguir aprendiendo sobre este tema.,Mejora
Docente_13,Matemáticas Básicas,2022-1,28,3.2,4.4,3.0,Los talleres son muy útiles para aprender.,Estable
Docente_44,Bases de Datos,2020-2,19,4.7,4.8,5.0,La clase estuvo bien.,Mejora
Docente_7,Ingeniería de Software,2020-2,22,4.5,4.6,4.3,Explica muy bien los temas.,Mejora
Docente_30,Programación Orientada a Objetos,2022-1,15,4.3,4.0,3.8,Califica de forma injusta.,Estable
Docente_43,Estructuras de Datos,2023-2,26,3.9,3.7,4.6,Cumple con el programa.,Estable
Docente_8,Estructuras de Datos,2020-2,26,4.2,3.1,4.0,"No explica bien, me siento perdido.",Estable
Docente_14,Programación Orientada a Objetos,2023-1,31,3.9,4.5,4.2,Me inspiró a seguir aprendiendo sobre este tema.,Mejora
Docente_33,Bases de Datos,2020-1,29,4.6,4.1,4.1,Resuelve las dudas con mucha paciencia.,Mejora
Docente_24,Matemáticas Básicas,2020-1,35,4.5,4.4,3.3,Me inspiró a seguir aprendiendo sobre este tema.,Mejora
Docente_47,Inteligencia Artificial,2021-2,24,5.0,4.1,4.3,La clase es muy dinámica y entretenida.,Mejora
Docente_26,Programación Orientada a Objetos,2022-1,31,2.6,2.4,2.2,"El profesor es normal, ni muy bueno ni muy malo.",En riesgo
Docente_32,Estructuras de Datos,2023-1,18,4.1,4.6,4.7,Los temas son difíciles pero se entienden.,Mejora
Docente_4,Ingeniería de Software,2021-2,45,3.6,4.0,4.0,La clase es muy dinámica y entretenida.,Estable
